Branch_name,Vehicle_Make,Year_Manufacture,Loan_Tenure,Interest_Rate,Annual_Income,Loan_Amount
KL MAIN (EON BUILDING),HONDA,2019,108,0.0408," RM48,001 - RM72,000",66000
PRAI BRANCH,HYUNDAI,2018,108,0.0402, Undisclosed        ,118000
SS2 PJ,HONDA,2019,108,0.0403," RM24,001 - RM48,000",74000
SS2 PJ,HONDA,2019,108,0.0397," RM48,001 - RM72,000",78600
KUCHING RH PLAZA,PERODUA,2019,108,0.0471," RM18,001 - RM24,000",35500
SG BULOH NEW VILLAGE,MAZDA,2019,108,0.0405," RM24,001 - RM48,000",100000
TAMAN SRI TEBRAU,PROTON,2019,108,0.0503," RM24,001 - RM48,000",36700
"PUSAT DAGANGAN BAKRI,MUAR",PERODUA,2019,108,0.0466," RM24,001 - RM48,000",44800
TAMAN SRI TEBRAU,KIA,2019,60,0.04," Above RM120,000    ",52000
RAUB BRANCH,PERODUA,2019,108,0.0504," RM18,001 - RM24,000",32000
NIBONG TEBAL BRANCH,PERODUA,2019,108,0.0489," RM24,001 - RM48,000",35500
"BUKIT SERDANG, SELANGOR",FORD,2019,108,0.0395," RM72,001 - RM96,000",115700
SKUDAI BRANCH,PROTON,2019,108,0.0473," RM72,001 - RM96,000",47900
KUALA PILAH BRANCH,PERODUA,2018,108,0.05," RM12,001 - RM18,000",34900
USJ,HONDA,2019,108,0.0394, Undisclosed        ,65000
SIBU,PERODUA,2019,108,0.0485," RM24,001 - RM48,000",49000
TAMAN SRI TEBRAU,PERODUA,2019,108,0.0468," RM48,001 - RM72,000",36000
TAMAN SRI TEBRAU,PERODUA,2019,60,0.0459," RM48,001 - RM72,000",45000
TAMAN ABAD,PERODUA,2019,84,0.0476," RM48,001 - RM72,000",43400
JELUTONG,PROTON,2019,108,0.04," Above RM120,000    ",101500
KOTA KINABALU API API,PERODUA,2019,108,0.049," RM24,001 - RM48,000",39000
KL MAIN (EON BUILDING),NISSAN,2019,108,0.0392," RM72,001 - RM96,000",70000
"JALAN KAPAR, KLANG          ",HONDA,2019,108,0.0398," RM96,001 - RM120,000",93000
"TAMAN SEGAR, CHERAS BRANCH",PERODUA,2019,108,0.049," RM24,001 - RM48,000",32000
PONTIAN,TOYOTA,2019,84,0.0384," Above RM120,000    ",116000
TELUK INTAN BRANCH,TOYOTA,2019,60,0.04," RM24,001 - RM48,000",50000
"JLN SULTAN IDRIS SHAH, IPOH BRANCH",PERODUA,2019,60,0.0474, Undisclosed        ,30000
BATU PAHAT BRANCH,PERODUA,2019,108,0.047," RM24,001 - RM48,000",33500
SEREMBAN 2,PROTON,2019,108,0.0479," RM24,001 - RM48,000",36800
KOTA BHARU 1,HONDA,2019,108,0.0404," RM48,001 - RM72,000",70500
KAMPAR BRANCH,HONDA,2019,108,0.0389," RM24,001 - RM48,000",110400
KAMPAR BRANCH,HONDA,2019,84,0.0389," RM48,001 - RM72,000",70000
TAMAN MALURI BRANCH,BMW,2019,108,0.0384," Above RM120,000    ",266000
BANDAR BARU AMPANG BRANCH,PERODUA,2019,108,0.0462, Undisclosed        ,50000
KL MAIN (EON BUILDING),HONDA,2019,108,0.0403," RM18,001 - RM24,000",77900
PUCHONG JAYA,TOYOTA,2019,36,0.0413," RM48,001 - RM72,000",50000
"JALAN BESERAH, KUANTAN   ",MAZDA,2019,108,0.0388," Above RM120,000    ",120400
TAMAN SRI TEBRAU,PROTON,2019,108,0.0484," RM24,001 - RM48,000",30200
PUCHONG JAYA,HONDA,2019,108,0.0392," Above RM120,000    ",95400
SUNGAI PETANI BRANCH,TOYOTA,2019,108,0.0401," RM48,001 - RM72,000",72400
PUCHONG ,PROTON,2019,108,0.0398," RM72,001 - RM96,000",101000
"T.NIAGA JAYA,BKT MERTAJAM   ",MERCEDES BENZ,2019,84,0.0383," Above RM120,000    ",200000
KL MAIN (EON BUILDING),MAZDA,2019,84,0.0378," Above RM120,000    ",150000
KL MAIN (EON BUILDING),PERODUA,2019,60,0.046," RM24,001 - RM48,000",30000
"PUSAT DAGANGAN BAKRI,MUAR",PERODUA,2018,108,0.0484," RM18,001 - RM24,000",39000
BANDAR SRI AMAN,TOYOTA,2019,108,0.0392," RM72,001 - RM96,000",76000
PUCHONG JAYA,HONDA,2019,84,0.0389," RM96,001 - RM120,000",135800
"PUSAT DAGANGAN BAKRI,MUAR",NISSAN,2019,84,0.0381," RM96,001 - RM120,000",120000
KOTA KINABALU API API,HONDA,2019,108,0.0394," RM24,001 - RM48,000",76700
"MENJALARA, KUALA LUMPUR",MITSUBISHI,2019,48,0.039," Above RM120,000    ",90000
TAMAN SRI TEBRAU,TOYOTA,2019,84,0.039, Undisclosed        ,71500
TAMAN SRI TEBRAU,PERODUA,2019,60,0.0458," RM48,001 - RM72,000",39000
MELAKA TMR1,PERODUA,2019,36,0.0522," Above RM120,000    ",20000
SS2 PJ,HONDA,2019,108,0.0396," RM18,001 - RM24,000",66000
KOTA KINABALU API API,PROTON,2019,108,0.0485," RM24,001 - RM48,000",52400
TAMAN MIDAH,PROTON,2019,108,0.0498," RM24,001 - RM48,000",46500
AMAN PURI,PERODUA,2019,108,0.0475," RM24,001 - RM48,000",40000
PUCHONG BRANCH,PERODUA,2018,108,0.0517," RM18,001 - RM24,000",31000
SHAH ALAM BRANCH,FORD,2018,108,0.0405," RM96,001 - RM120,000",115000
"JLN SULTAN IDRIS SHAH, IPOH BRANCH",TOYOTA,2019,108,0.0397," RM48,001 - RM72,000",170000
KL MAIN (EON BUILDING),PERODUA,2019,108,0.049," RM24,001 - RM48,000",21500
TAMAN MIDAH,HONDA,2019,108,0.0408," RM24,001 - RM48,000",65000
SERIAN BRANCH,PERODUA,2019,108,0.0491," RM24,001 - RM48,000",31900
SS2 PJ,HONDA,2019,84,0.039," RM72,001 - RM96,000",90000
"PUSAT DAGANGAN BAKRI,MUAR",TOYOTA,2019,108,0.0399," RM48,001 - RM72,000",63800
KOTA KINABALU API API,MITSUBISHI,2019,108,0.0389," RM24,001 - RM48,000",101300
RAUB BRANCH,PROTON,2019,108,0.0418," RM48,001 - RM72,000",101500
TEMERLOH BRANCH,HONDA,2018,72,0.0388," Above RM120,000    ",140000
"CHENG, MELAKA",PROTON,2019,108,0.0475," RM24,001 - RM48,000",45700
KEPONG BRANCH,PROTON,2019,60,0.0477," RM24,001 - RM48,000",37000
KEMAMAN BRANCH,PERODUA,2019,108,0.0473," RM48,001 - RM72,000",32100
"CTRL PARK COMM CTR, KCG ",PERODUA,2019,108,0.0486," RM72,001 - RM96,000",36000
PUCHONG JAYA,PERODUA,2019,108,0.0418," RM48,001 - RM72,000",72300
"MIRI, MERBAU",NISSAN,2018,108,0.0413," RM96,001 - RM120,000",124700
PUCHONG JAYA,NISSAN,2019,108,0.0402," RM24,001 - RM48,000",66000
PETALING JAYA NEW TOWN,PROTON,2019,108,0.0425," RM48,001 - RM72,000",96000
PUCHONG JAYA,SUBARU,2019,108,0.039," Above RM120,000    ",124700
TAMAN SRI TEBRAU,PERODUA,2019,96,0.0489," RM18,001 - RM24,000",31800
SARATOK BRANCH,MAZDA,2019,84,0.039," Above RM120,000    ",120000
"PUSAT DAGANGAN BAKRI,MUAR",PROTON,2019,108,0.0457," RM96,001 - RM120,000",46100
SENAI,PROTON,2019,84,0.0465," RM96,001 - RM120,000",33800
PONTIAN,PERODUA,2019,84,0.0461, Undisclosed        ,31600
TAMAN SRI TEBRAU,PERODUA,2019,108,0.0497," RM18,001 - RM24,000",30500
TAMAN SRI TEBRAU,PERODUA,2019,108,0.048," RM72,001 - RM96,000",41000
SEREMBAN 2,PERODUA,2018,108,0.0485," RM24,001 - RM48,000",43500
TELUK PULAI BRANCH,PERODUA,2019,108,0.0525," RM18,001 - RM24,000",21500
BATU PAHAT BRANCH,TOYOTA,2019,108,0.0391," RM48,001 - RM72,000",76900
"JALAN BESERAH, KUANTAN   ",PERODUA,2019,108,0.0423," RM48,001 - RM72,000",50000
"JALAN KAPAR, KLANG          ",HONDA,2019,60,0.0388," RM72,001 - RM96,000",80000
KUCHING RH PLAZA,TOYOTA,2018,108,0.0406," RM48,001 - RM72,000",97500
"JALAN KAPAR, KLANG          ",PERODUA,2019,36,0.0525," RM24,001 - RM48,000",22000
TAMAN SRI TEBRAU,PERODUA,2019,60,0.0491," RM24,001 - RM48,000",21800
SEREMBAN 2,TOYOTA,2019,108,0.039," RM24,001 - RM48,000",110000
TAMAN MALURI BRANCH,PROTON,2019,84,0.048," RM24,001 - RM48,000",38000
BATU PAHAT BRANCH,PROTON,2019,60,0.0388," RM48,001 - RM72,000",96000
KROKOP ,TOYOTA,2019,108,0.0403," RM24,001 - RM48,000",76000
SEREMBAN 2,PROTON,2019,108,0.049," RM24,001 - RM48,000",33500
TAMAN SRI TEBRAU,PROTON,2018,60,0.0393," Above RM120,000    ",70000
KUANTAN BRANCH,PERODUA,2019,84,0.047," RM12,001 - RM18,000",35000
PONTIAN,MERCEDES BENZ,2019,84,0.0382," RM72,001 - RM96,000",110000
TAMAN SRI TEBRAU,MITSUBISHI,2018,84,0.0392," RM96,001 - RM120,000",119000
BATU PAHAT BRANCH,TOYOTA,2019,108,0.0395," RM24,001 - RM48,000",98000
KROKOP ,TOYOTA,2019,108,0.0403," RM18,001 - RM24,000",72900
JALAN KUCHAI LAMA BRANCH,PERODUA,2019,84,0.0493," RM24,001 - RM48,000",34000
"PORT KLANG, SELANGOR         ",PROTON,2019,108,0.0504," RM24,001 - RM48,000",36000
PUCHONG JAYA,SUBARU,2018,108,0.04," RM48,001 - RM72,000",113000
"JALAN KAPAR, KLANG          ",PERODUA,2019,108,0.0495," RM24,001 - RM48,000",21800
KEPONG BRANCH,PROTON,2019,60,0.0391," Above RM120,000    ",79000
"JALAN BESERAH, KUANTAN   ",PERODUA,2019,108,0.046," RM18,001 - RM24,000",47000
KOTA KINABALU API API,ISUZU,2018,108,0.0407," RM48,001 - RM72,000",94600
"JLN SULTAN IDRIS SHAH, IPOH BRANCH",HONDA,2019,108,0.041," RM24,001 - RM48,000",75500
"TAMAN UNIVERSITY, SKUDAI BRANCH",PERODUA,2019,60,0.0417," RM72,001 - RM96,000",45000
"TMN KULAI UTAMA, JB ",TOYOTA,2019,60,0.0405," RM24,001 - RM48,000",48000
MELAKA TMR1,VOLVO,2019,84,0.0382," Above RM120,000    ",150000
SETAPAK BRANCH,NISSAN,2019,108,0.0396," RM24,001 - RM48,000",55000
KOTA KENMUNING,PERODUA,2018,108,0.047," RM48,001 - RM72,000",43300
RAUB BRANCH,PERODUA,2019,60,0.0499," RM24,001 - RM48,000",20000
PUCHONG JAYA,TOYOTA,2019,48,0.0391," RM24,001 - RM48,000",79000
DAMANSARA CITY BRANCH,HONDA,2019,108,0.0403," RM24,001 - RM48,000",75000
TAWAU BRANCH,FORD,2018,108,0.0409," RM24,001 - RM48,000",75600
KL MAIN (EON BUILDING),HONDA,2019,60,0.041," RM48,001 - RM72,000",40000
MELAKA BRANCH,VOLVO,2018,60,0.0378," Above RM120,000    ",300000
"JALAN BESAR, SERI KEMBANGAN BRANCH",PERODUA,2019,84,0.0455," Above RM120,000    ",39000
"JALAN KAPAR, KLANG          ",PROTON,2019,108,0.0475," RM48,001 - RM72,000",58000
KOTA KINABALU API API,PROTON,2019,108,0.049," RM24,001 - RM48,000",38000
BANDAR MAHKOTA CHERAS                   ,PROTON,2019,60,0.0397," RM48,001 - RM72,000",65000
TAMAN SRI TEBRAU,TOYOTA,2019,36,0.0401, Undisclosed        ,60000
MELAKA TMR1,PERODUA,2019,60,0.0483," RM24,001 - RM48,000",25000
BATU BERENDAM,PERODUA,2019,108,0.05," RM48,001 - RM72,000",42500
SS2 PJ,VOLKSWAGEN,2019,108,0.0338," Above RM120,000    ",156000
LAHAD DATU,PROTON,2019,108,0.0488," RM18,001 - RM24,000",33700
"JLN BESAR,MENGLEMBU,PERAK   ",HONDA,2019,36,0.0401," RM48,001 - RM72,000",70000
KL MAIN (EON BUILDING),PROTON,2019,84,0.046," RM24,001 - RM48,000",32900
BINTULU BRANCH,NISSAN,2018,84,0.0396, Undisclosed        ,85000
TAMAN SRI TEBRAU,PERODUA,2019,108,0.0493," RM12,001 - RM18,000",34000
"PORT KLANG, SELANGOR         ",PROTON,2019,108,0.04," RM48,001 - RM72,000",100000
"J.SONG THIAN CHEOK,KUCHING       ",PROTON,2019,108,0.0399," RM48,001 - RM72,000",90000
BATU PAHAT BRANCH,PROTON,2019,108,0.0482," RM24,001 - RM48,000",51500
LUKUT,PERODUA,2019,60,0.0475, Undisclosed        ,40000
TAMAN ABAD,HONDA,2019,72,0.0387," RM96,001 - RM120,000",120000
PUCHONG JAYA,HONDA,2019,108,0.0405," RM24,001 - RM48,000",62000
KL MAIN (EON BUILDING),PERODUA,2019,108,0.0461," RM72,001 - RM96,000",42500
TAMAN SRI TEBRAU,HONDA,2019,60,0.04," RM72,001 - RM96,000",50000
"TAMAN SRI TANMING, CHERAS BRANCH",HONDA,2019,108,0.0388," RM72,001 - RM96,000",108000
TAMAN SRI TEBRAU,PERODUA,2018,108,0.0492," RM12,001 - RM18,000",34900
KL MAIN (EON BUILDING),MITSUBISHI,2019,108,0.0407," RM48,001 - RM72,000",89000
TAMAN SRI TEBRAU,MAZDA,2019,108,0.0393," RM48,001 - RM72,000",137600
KOTA KINABALU API API,ISUZU,2019,108,0.0389," RM24,001 - RM48,000",120000
BANDAR SRI AMAN,TOYOTA,2019,108,0.0402," RM72,001 - RM96,000",88600
BAHAU BRANCH,PERODUA,2019,108,0.0498," RM24,001 - RM48,000",41500
"BANDAR BOTANIC, SELANGOR",PERODUA,2019,72,0.048," RM48,001 - RM72,000",33000
PENANG BRANCH,PERODUA,2019,60,0.0421," RM9,001 - RM12,000 ",40000
KROKOP ,TOYOTA,2019,84,0.0399," RM48,001 - RM72,000",70000
SS2 PJ,TOYOTA,2018,36,0.0385," Above RM120,000    ",150000
SEREMBAN 2,HONDA,2019,108,0.0404," RM24,001 - RM48,000",93800
"BUKIT RAHMAN PUTRA, SUNGAI BULOH BRANCH",TOYOTA,2019,48,0.042," Above RM120,000    ",35000
LAHAD DATU,PROTON,2018,108,0.0495," RM12,001 - RM18,000",38000
SEREMBAN 2,PROTON,2018,108,0.0501," RM24,001 - RM48,000",36000
CHERAS BRANCH,PERODUA,2019,60,0.046, Undisclosed        ,30000
BANDAR SUNWAY BRANCH,PERODUA,2019,108,0.0503," RM18,001 - RM24,000",43300
TAMAN SRI TEBRAU,PROTON,2019,108,0.0405," RM96,001 - RM120,000",100000
KOTA KINABALU API API,PERODUA,2019,108,0.0473," RM18,001 - RM24,000",40800
KOTA KINABALU API API,NISSAN,2019,108,0.0387," RM96,001 - RM120,000",132600
"PUSAT DAGANGAN BAKRI,MUAR",MAZDA,2018,60,0.0387," Above RM120,000    ",100000
SEREMBAN 2,PROTON,2019,108,0.0498," RM24,001 - RM48,000",38000
SS2 PJ,MAZDA,2019,108,0.0398," RM48,001 - RM72,000",100000
PUCHONG JAYA,MINI,2019,108,0.0393," Above RM120,000    ",236700
KL MAIN (EON BUILDING),NISSAN,2018,60,0.0399," RM24,001 - RM48,000",60000
PJ CITY BRANCH                          ,KIA,2019,108,0.0403," Above RM120,000    ",138900
KEPONG BRANCH,HONDA,2019,108,0.04," RM72,001 - RM96,000",76000
BANDAR BARU AMPANG BRANCH,MERCEDES BENZ,2018,108,0.0399," Above RM120,000    ",212000
BANDAR SRI AMAN,TOYOTA,2019,108,0.0403," RM72,001 - RM96,000",77000
TAMAN EQUINE BRANCH,MERCEDES BENZ,2019,60,0.0377," Above RM120,000    ",240000
TAMAN SRI TEBRAU,PERODUA,2019,108,0.048, Undisclosed        ,42000
"JALAN BESERAH, KUANTAN   ",PROTON,2019,108,0.0481," RM24,001 - RM48,000",34000
PUCHONG JAYA,TOYOTA,2019,60,0.0393," RM96,001 - RM120,000",80000
"TAMAN SENTOSA, KLANG BRANCH",MITSUBISHI,2019,84,0.039," RM96,001 - RM120,000",125000
SS2 PJ,PERODUA,2019,108,0.0455," RM48,001 - RM72,000",50200
PUCHONG JAYA,PROTON,2019,108,0.0417," RM24,001 - RM48,000",26000
KULAI BRANCH,PERODUA,2019,84,0.0458," RM18,001 - RM24,000",36000
MELAKA TMR1,PROTON,2019,84,0.0454," RM24,001 - RM48,000",41300
KL MAIN (EON BUILDING),HONDA,2019,84,0.0405, Undisclosed        ,64800
KOTA KINABALU API API,PERODUA,2018,108,0.049," RM18,001 - RM24,000",38800
"JALAN KAPAR, KLANG          ",PERODUA,2019,60,0.041," Above RM120,000    ",60000
SEREMBAN 2,TOYOTA,2019,84,0.0393," RM48,001 - RM72,000",50000
TAMAN SRI TEBRAU,PERODUA,2019,84,0.0472," RM24,001 - RM48,000",33300
MELAKA TMR1,HONDA,2019,60,0.0391," RM24,001 - RM48,000",66800
PUCHONG JAYA,HONDA,2019,84,0.0403," RM48,001 - RM72,000",45000
"JALAN KAPAR, KLANG          ",PROTON,2019,108,0.0474," RM48,001 - RM72,000",47100
"JALAN KAPAR, KLANG          ",HONDA,2019,108,0.0401," RM72,001 - RM96,000",68000
SS2 PJ,PERODUA,2019,108,0.0472," RM96,001 - RM120,000",27900
KL MAIN (EON BUILDING),PERODUA,2019,108,0.049," RM24,001 - RM48,000",44800
LEGENDA HEIGHTS,PROTON,2019,48,0.0401," RM24,001 - RM48,000",65000
PUCHONG JAYA,KIA,2019,108,0.0409," Above RM120,000    ",50000
PUCHONG JAYA,MINI,2018,108,0.0397," Above RM120,000    ",198000
PUCHONG JAYA,NISSAN,2018,108,0.0399," Above RM120,000    ",130000
PUTRA HEIGHTS BRANCH,TOYOTA,2019,84,0.039," RM48,001 - RM72,000",81000
BATU PAHAT BRANCH,PERODUA,2019,108,0.0424," RM96,001 - RM120,000",72400
TAMAN ABAD,PROTON,2019,108,0.0459, Undisclosed        ,42500
KANGAR BRANCH,HONDA,2019,108,0.0401," RM24,001 - RM48,000",73000
AMAN PURI,PROTON,2019,84,0.049," RM18,001 - RM24,000",36000
TAMAN SRI TEBRAU,PERODUA,2019,60,0.0455," RM48,001 - RM72,000",34000
KEPONG BRANCH,MITSUBISHI,2019,108,0.0405," RM24,001 - RM48,000",79900
"CHENG, MELAKA",PERODUA,2019,108,0.0495," RM72,001 - RM96,000",46400
KUCHING RH PLAZA,NISSAN,2019,36,0.0444," RM24,001 - RM48,000",30000
"PORT KLANG, SELANGOR         ",PERODUA,2019,84,0.048," RM48,001 - RM72,000",47000
KUALA TERENGGANU (2),TOYOTA,2019,108,0.0385," RM96,001 - RM120,000",124000
KLUANG BRANCH,PERODUA,2019,108,0.0491," RM12,001 - RM18,000",36800
AUTO CITY-JURU PRAI,PERODUA,2019,108,0.0427," Above RM120,000    ",72000
TAMAN PELANGI BRANCH,PERODUA,2019,108,0.0471," RM48,001 - RM72,000",34500
PUCHONG JAYA,PERODUA,2019,84,0.0415, Undisclosed        ,72000
TELUK INTAN BRANCH,TOYOTA,2019,108,0.0389," RM48,001 - RM72,000",100000
KUCHING RH PLAZA,FORD,2019,108,0.0409," RM24,001 - RM48,000",100000
PUCHONG JAYA,FORD,2019,108,0.0398," RM24,001 - RM48,000",102000
KULAI BRANCH,PERODUA,2019,108,0.0472," RM24,001 - RM48,000",31000
PRAI BRANCH,HONDA,2019,84,0.0387, Undisclosed        ,120000
PUCHONG JAYA,TOYOTA,2019,36,0.0413," Above RM120,000    ",56900
BINTULU BRANCH,PERODUA,2019,108,0.049," RM24,001 - RM48,000",36500
JELUTONG,PERODUA,2019,60,0.048," RM24,001 - RM48,000",20000
MELAKA TMR1,HONDA,2019,72,0.0413," RM24,001 - RM48,000",35000
MASAI,MITSUBISHI,2018,108,0.0406," RM72,001 - RM96,000",110000
PUCHONG JAYA,MAZDA,2019,60,0.0389," Above RM120,000    ",105000
JALAN IPOH BRANCH,PERODUA,2019,84,0.0451," RM72,001 - RM96,000",46800
SEREMBAN 2,PROTON,2019,84,0.0376," RM96,001 - RM120,000",89000
TAMAN SRI TEBRAU,HONDA,2019,84,0.039," RM24,001 - RM48,000",70000
JELUTONG,TOYOTA,2019,60,0.0407," Above RM120,000    ",40000
LANGKAWI,HONDA,2019,108,0.0399," RM72,001 - RM96,000",66300
AYER TAWAR,PROTON,2018,108,0.0507," RM24,001 - RM48,000",31500
JALAN KELANG LAMA BRANCH,BMW,2019,60,0.0374," Above RM120,000    ",200000
SENAWANG,PROTON,2019,108,0.0478," RM24,001 - RM48,000",30000
PENANG BRANCH,NISSAN,2019,60,0.0388, Undisclosed        ,80000
PUCHONG JAYA,PERODUA,2019,108,0.0477," RM72,001 - RM96,000",46700
"BUKIT SERDANG, SELANGOR",PERODUA,2019,36,0.0457, Undisclosed        ,50000
BANDAR SUNWAY BRANCH,PERODUA,2019,108,0.0468," RM18,001 - RM24,000",36000
"JLN SULTAN IDRIS SHAH, IPOH BRANCH",HONDA,2019,84,0.04," RM48,001 - RM72,000",106000
PUCHONG JAYA,PERODUA,2019,108,0.0479," RM24,001 - RM48,000",50300
MELAKA TMR1,PROTON,2019,60,0.0474," RM24,001 - RM48,000",30000
"AMAN SURIA, SELANGOR",HONDA,2019,108,0.0399," Above RM120,000    ",140200
KOTA BHARU 1,FORD,2019,84,0.0391," RM48,001 - RM72,000",107000
DESA SRI HARTAMAS BRANCH,BMW,2019,60,0.0374," Above RM120,000    ",234000
KOTA KINABALU API API,PERODUA,2019,108,0.0497," RM24,001 - RM48,000",42000
"ALMA BUKIT MERTAJAM, PENANG",NISSAN,2019,48,0.0394," Above RM120,000    ",70000
RAUB BRANCH,ISUZU,2019,108,0.0388," RM24,001 - RM48,000",112500
MELAKA TMR1,HONDA,2019,84,0.0381," Above RM120,000    ",122500
TAMAN ABAD,PERODUA,2019,36,0.048," RM96,001 - RM120,000",40000
TAMAN SRI TEBRAU,TOYOTA,2019,108,0.0405," RM24,001 - RM48,000",65000
KUCHING RH PLAZA,PERODUA,2019,84,0.0474," RM48,001 - RM72,000",36700
SS2 PJ,PERODUA,2019,60,0.0442," Above RM120,000    ",50200
"JALAN KAPAR, KLANG          ",PERODUA,2019,108,0.0483," RM24,001 - RM48,000",36300
TAMAN SRI TEBRAU,FORD,2019,108,0.0394," RM72,001 - RM96,000",115800
TAMAN MIDAH,TOYOTA,2019,108,0.0386," Above RM120,000    ",110000
"TMN KULAI UTAMA, JB ",PERODUA,2019,84,0.0484," RM72,001 - RM96,000",40000
TAMAN SRI TEBRAU,HONDA,2019,60,0.0388," RM96,001 - RM120,000",115000
LAHAD DATU,PROTON,2018,108,0.0495," RM24,001 - RM48,000",38000
TAMAN ABAD,KIA,2019,84,0.0394," RM24,001 - RM48,000",78000
PUCHONG JAYA,PERODUA,2019,108,0.0485," RM18,001 - RM24,000",43300
"MENJALARA, KUALA LUMPUR",PERODUA,2019,108,0.0474, Undisclosed        ,50000
"T.NIAGA JAYA,BKT MERTAJAM   ",NISSAN,2018,108,0.0406," RM24,001 - RM48,000",98000
"CHEW GEOK LIN SREET, SIBU BRANCH",TOYOTA,2019,108,0.0403," Above RM120,000    ",100000
PUCHONG JAYA,SUBARU,2019,60,0.038," RM72,001 - RM96,000",90000
DAMANSARA CITY BRANCH,PERODUA,2019,108,0.0421," RM72,001 - RM96,000",72300
BIDOR BRANCH,PROTON,2019,108,0.048," RM12,001 - RM18,000",35700
PUCHONG JAYA,NISSAN,2019,108,0.0393," RM24,001 - RM48,000",66000
KROKOP ,PERODUA,2019,84,0.0466," RM18,001 - RM24,000",46000
TAWAU BRANCH,PERODUA,2019,84,0.0451," RM18,001 - RM24,000",40700
KROKOP ,PROTON,2019,108,0.0493," RM24,001 - RM48,000",35000
PUCHONG JAYA,PERODUA,2019,36,0.0483, Undisclosed        ,30000
"CHENG, MELAKA",FORD,2018,108,0.0404," RM72,001 - RM96,000",134000
KULAI BRANCH,PERODUA,2019,108,0.0456," RM48,001 - RM72,000",48700
TAMAN SRI TEBRAU,TOYOTA,2019,108,0.04," RM48,001 - RM72,000",73000
PUCHONG JAYA,PERODUA,2019,108,0.0466," RM24,001 - RM48,000",31000
TAMAN SRI TEBRAU,NISSAN,2019,108,0.04," RM48,001 - RM72,000",65000
TAMAN SRI TEBRAU,PERODUA,2019,60,0.0468," RM48,001 - RM72,000",30500
TAMAN MIDAH,TOYOTA,2019,108,0.0397," RM48,001 - RM72,000",81000
"JALAN BESERAH, KUANTAN   ",PROTON,2018,108,0.0494," RM24,001 - RM48,000",33000
"JALIL LINK, BUKIT JALIL",MAZDA,2019,108,0.039," Above RM120,000    ",140000
JELUTONG,PERODUA,2019,60,0.0475," RM48,001 - RM72,000",28000
KL MAIN (EON BUILDING),PERODUA,2019,84,0.0466, Undisclosed        ,40000
"JLN SULTAN IDRIS SHAH, IPOH BRANCH",TOYOTA,2019,108,0.041," RM24,001 - RM48,000",66800
"TAMAN PUTRA, AMPANG BRANCH",PERODUA,2019,108,0.0414," RM24,001 - RM48,000",74700
PUCHONG JAYA,PERODUA,2019,84,0.0477," RM18,001 - RM24,000",20300
SEREMBAN 2,PERODUA,2018,108,0.0469, Undisclosed        ,46100
"NEW TOWNSHIP,INANAM,SABAH        ",FORD,2019,108,0.0387," RM72,001 - RM96,000",138600
"PUSAT DAGANGAN BAKRI,MUAR",NISSAN,2019,84,0.0381," Above RM120,000    ",122000
NILAI,PROTON,2019,108,0.0397," RM48,001 - RM72,000",114000
SEREMBAN 2,TOYOTA,2019,84,0.0388," Above RM120,000    ",106000
BINTULU BRANCH,HONDA,2019,84,0.0387," RM24,001 - RM48,000",115000
SEREMBAN 2,PERODUA,2019,84,0.0454, Undisclosed        ,40900
KOTA KINABALU API API,PROTON,2019,108,0.0492," RM24,001 - RM48,000",36000
TAMAN MIDAH,HONDA,2019,108,0.0398," RM48,001 - RM72,000",128000
TAWAU BRANCH,HONDA,2019,108,0.04," RM24,001 - RM48,000",103500
BANDAR SRI PERMAISURI BRANCH,NISSAN,2019,84,0.0381," RM72,001 - RM96,000",128500
PONTIAN,PERODUA,2019,84,0.0468," RM24,001 - RM48,000",47000
BATU PAHAT BRANCH,PROTON,2019,108,0.0512," RM24,001 - RM48,000",33000
SS2 PJ,VOLKSWAGEN,2019,108,0.0404," RM48,001 - RM72,000",66400
PUCHONG JAYA,HONDA,2019,84,0.039," RM48,001 - RM72,000",70000
MELAKA TMR1,PROTON,2019,84,0.0386," RM72,001 - RM96,000",100000
KL MAIN (EON BUILDING),MERCEDES BENZ,2019,108,0.0382," Above RM120,000    ",199000
SOUTHGATE BRANCH,HONDA,2019,108,0.0396," RM96,001 - RM120,000",120000
KLANG BRANCH,PERODUA,2019,108,0.0455," RM12,001 - RM18,000",50200
PARAMOUNT GARDEN BRANCH,HONDA,2019,108,0.0389," Above RM120,000    ",95000
KL MAIN (EON BUILDING),PERODUA,2019,60,0.0446," RM48,001 - RM72,000",40000
KOTA KINABALU API API,PERODUA,2019,108,0.0486," RM24,001 - RM48,000",36100
"TAMAN PUTRA, AMPANG BRANCH",MAZDA,2019,108,0.0398," Above RM120,000    ",141000
"CHENG, MELAKA",PROTON,2019,108,0.0481, Undisclosed        ,33800
KROKOP ,PERODUA,2019,108,0.0482," RM48,001 - RM72,000",43600
"JLN SULTAN IDRIS SHAH, IPOH BRANCH",PROTON,2018,108,0.0501," RM18,001 - RM24,000",39800
TAWAU BRANCH,PROTON,2019,108,0.0403," RM48,001 - RM72,000",100900
SATOK BRANCH,PERODUA,2019,84,0.046," RM12,001 - RM18,000",30500
TAWAU BRANCH,PERODUA,2019,108,0.0484," RM24,001 - RM48,000",53900
KOTA KINABALU API API,PERODUA,2019,108,0.0487," RM18,001 - RM24,000",44300
SS2 PJ,HONDA,2019,108,0.0393," RM24,001 - RM48,000",67000
